,Unusual
15422,0
26070,0
35802,0
26742,0
22937,0
32323,0
30284,1
29450,1
23835,0
12935,0
7369,0
1744,1
33522,1
27861,0
24794,1
30831,0
33268,1
295,0
35911,0
12420,0
21352,0
1306,1
26841,0
17527,0
33266,1
28533,0
11089,0
17140,0
35354,0
18572,1
30768,0
20177,0
26922,1
29057,0
19450,0
8423,0
29716,0
19343,1
3745,0
14031,0
4302,1
10251,0
23861,1
3969,0
23799,0
28386,0
15730,0
16579,0
18361,0
14029,0
11555,0
34008,1
21601,0
15517,0
31220,0
4326,1
3844,0
14864,0
9188,0
13474,1
11986,0
30085,0
3097,0
10758,1
33178,1
15376,0
22734,0
12806,0
33114,0
23420,0
30842,1
22544,0
6075,0
15048,0
7866,0
12400,0
11448,0
1748,1
16467,1
34037,0
19585,0
13535,0
3122,1
24255,0
5463,0
16158,0
13341,1
31733,0
7125,0
17880,0
6483,0
29611,0
20340,1
10838,0
35834,0
34081,0
24909,1
6314,0
29385,1
32959,0
17834,0
9713,0
8328,1
17564,0
5090,0
36496,0
11723,0
1513,0
11593,1
9239,0
9651,1
24133,0
7867,0
23273,1
23262,1
17821,1
31150,0
16685,0
28228,0
26066,0
2995,0
29009,0
21709,0
30866,0
28622,0
12657,0
14983,0
16233,0
2360,1
7281,0
32663,0
10634,0
15372,0
29418,0
5045,0
23543,0
4070,0
33494,1
32005,0
21878,0
29269,0
20063,0
706,0
28987,0
7870,1
17479,1
12683,0
18820,0
27309,1
10223,1
13293,0
27631,0
28517,0
27979,0
9011,0
16532,0
11475,0
12135,0
15425,0
13278,0
17597,1
15794,0
35893,0
25670,0
11329,0
26112,0
7812,1
12146,0
17631,0
25813,0
7191,0
17036,0
33412,1
28330,0
23545,1
19422,0
26618,0
2834,0
15232,1
8411,1
9523,1
606,0
2682,0
16633,0
4562,0
22916,0
14688,0
20953,0
23181,0
25484,0
30457,0
6296,1
13258,0
16340,0
4090,0
36360,1
8193,0
18622,0
8656,0
21530,0
17314,0
1966,0
9820,1
14755,0
35020,0
6725,0
7727,0
11271,0
15110,0
15351,0
20470,0
34119,0
2393,0
19501,0
30582,0
10220,0
5164,0
10410,1
24466,0
18952,0
20097,0
26713,0
25828,0
36744,0
10610,0
28053,0
5267,1
2348,0
20299,0
21807,1
36831,0
13452,0
33012,1
18562,1
32377,0
11660,1
14136,1
18220,1
7813,0
29319,1
19045,0
26294,0
34509,0
16068,0
32873,1
19401,0
8760,0
21137,0
15251,0
15492,0
19451,1
22784,0
19191,0
30415,0
33742,0
28879,0
3076,0
14741,1
21792,0
28056,0
24667,1
1465,1
5669,1
34702,0
35710,0
26768,0
2676,1
8626,0
7751,0
18287,1
3402,0
25651,0
12548,0
27978,0
15834,0
31913,1
17457,0
12848,1
26438,0
29573,1
1658,0
2019,1
20987,1
114,0
8142,0
5759,0
85,1
25373,1
15117,1
4419,0
21007,0
30000,0
21013,1
2302,0
16057,0
36480,1
15191,0
12815,0
21109,0
25958,0
1815,0
8243,0
531,0
8961,0
23100,0
19180,0
603,0
29849,1
4835,1
857,0
6937,1
495,0
2778,0
34783,0
16347,1
5940,0
16571,0
30821,0
35360,0
32019,0
17032,0
36167,0
3516,0
36526,0
25378,0
8829,0
29838,0
4654,1
4658,0
31463,1
27361,0
35897,0
13377,0
35890,0
31977,0
19546,1
22633,0
32277,0
30504,0
12743,0
7649,0
827,0
16106,1
29670,1
10924,0
30843,0
20114,0
6192,0
27489,0
4841,1
36896,0
5549,1
21588,1
17213,0
6151,0
15860,1
18214,1
19185,0
21856,0
36241,1
36730,0
15584,0
36051,0
2085,1
33959,1
8735,0
23296,0
2287,0
7002,0
737,0
15514,0
9522,0
22561,1
34287,1
14528,0
34051,1
3458,1
26157,0
10935,0
16890,0
17251,0
13925,0
22369,0
35308,0
7342,0
6080,0
16304,0
12031,0
18053,0
15720,0
27526,1
12301,1
34618,0
29816,1
8302,0
18671,0
28578,0
33974,0
6458,1
17803,0
18644,0
8748,0
24979,0
14213,0
11054,0
10445,0
6253,0
25637,1
20261,1
11414,0
7437,0
11953,1
33639,0
12327,0
12906,0
15347,0
26256,1
31185,0
23819,0
28150,0
30976,0
3351,0
12176,0
16162,1
17502,0
4974,0
26838,1
20978,0
18265,0
23431,0
26649,0
4396,0
32029,0
4292,0
9152,1
740,0
12560,0
8255,1
23908,1
24274,1
8569,1
26279,0
32305,0
18609,1
9674,0
9954,0
10046,0
5715,0
7970,1
1510,0
25274,0
23479,0
24415,0
21363,1
28566,0
31003,1
21806,1
35402,0
16944,0
24427,0
33261,0
27062,0
4459,0
20530,0
14453,0
30804,1
12378,0
21701,0
30250,0
3389,0
14859,0
3278,0
31432,0
27877,0
7426,1
32056,0
9636,0
27168,0
16556,0
36595,1
20566,0
32268,1
9371,1
18833,1
27930,0
12721,1
4,0
20050,0
13911,0
3004,0
10342,0
19694,0
25762,0
34549,0
2022,1
19098,0
18568,0
28264,0
35412,1
14055,1
16500,1
23515,1
29983,0
27949,0
9343,0
421,0
18868,0
34014,0
25891,1
12808,0
4267,1
538,1
13798,0
14685,0
28652,0
7096,1
25433,0
7119,1
32804,0
8354,0
5704,0
6698,0
35981,1
24671,0
28200,0
20418,0
11492,1
548,0
35293,0
29287,1
36436,0
15566,0
32883,1
1469,0
29995,0
21994,1
16071,0
2938,1
5840,0
28277,1
3217,0
20200,1
27134,1
14364,0
549,0
7012,0
33960,1
12473,1
36899,0
4142,1
25182,0
4588,0
14163,1
16277,0
31128,0
29605,0
20254,0
19288,0
19474,0
25455,1
7724,0
22585,1
646,0
17784,0
17283,0
14823,0
19174,0
8275,0
32890,0
19792,0
8877,0
2720,0
2597,0
29137,1
3152,1
36431,1
29451,0
23964,0
3064,0
7770,1
36153,0
7192,0
11182,0
15382,1
26502,1
18006,0
35892,0
30434,0
29156,0
12832,0
32529,0
236,0
12632,0
36505,0
29266,0
35450,0
33893,0
16755,0
22049,0
34322,1
6689,0
23753,0
19141,1
33876,1
21376,0
8612,1
22932,0
11718,1
4355,0
32328,0
10108,0
18504,0
3280,0
33774,0
20542,0
26787,1
15592,0
29299,0
4716,0
22331,0
29226,0
18615,0
29920,0
5534,1
25917,0
34867,0
5004,0
4512,0
15210,0
22011,1
32901,0
31919,0
2651,0
771,0
32516,0
2018,0
35828,0
20249,0
16361,0
14780,0
8283,0
4387,0
4572,0
2763,0
576,1
5047,0
32560,0
36216,1
34619,0
35662,1
15965,0
26442,0
16778,0
4520,1
30785,1
19246,0
1011,1
3875,0
31640,0
10776,1
880,0
15663,0
10043,0
28035,0
8446,1
21689,0
27127,1
4064,0
11574,0
28469,0
8683,0
34918,1
36598,0
22893,1
20683,1
10538,1
4088,0
7850,0
1725,1
32908,0
32993,0
23763,1
25951,0
24425,0
28843,1
33953,0
26986,1
11921,0
15717,0
5191,0
12535,0
16350,0
22617,0
30579,0
26253,1
20458,1
28841,0
22756,0
1958,1
26817,1
9329,0
30771,0
30668,0
3354,0
29059,0
6969,1
34121,0
5054,0
8676,0
27374,0
14639,0
8950,0
36825,1
22642,0
22961,1
35102,0
4200,0
22195,0
4239,0
9303,1
24690,0
33352,0
15275,0
23973,0
27852,1
4664,0
10396,0
32624,0
6449,0
18807,0
8842,0
34616,0
36386,0
34483,0
3034,0
30777,0
15208,1
21498,0
31686,0
6647,1
27871,0
850,0
34805,0
18846,0
13898,0
34154,0
14779,1
14077,0
8415,0
34878,1
14018,0
31767,0
9250,1
35695,1
1943,0
233,0
12325,0
34572,1
9745,0
22438,0
35277,1
32136,0
22924,0
29273,0
10559,0
24102,0
20817,0
21187,0
25009,1
33435,1
2623,0
20347,0
10503,0
33102,1
34858,0
12413,0
3727,0
33136,0
2404,0
17854,1
9306,1
460,1
17858,1
29876,0
36379,0
21556,1
11855,0
13156,0
14424,0
20399,1
16897,1
6321,0
1413,0
26310,0
22136,0
13802,0
15141,1
22289,1
16693,0
19712,1
10653,0
32739,0
10888,0
33997,0
25283,0
9145,0
29741,1
6824,0
19264,0
36465,0
9748,0
16519,1
21393,0
30546,0
10289,0
6983,0
11374,0
15719,0
13747,1
27585,0
7611,0
33979,0
13360,0
13244,0
5547,1
18780,0
34306,0
30788,1
21383,0
14307,0
11047,0
9168,0
32371,0
16188,0
1189,1
18329,0
27046,0
19510,1
6166,0
13031,0
12602,0
28574,0
10025,1
9172,1
6133,1
32590,0
7083,0
22555,1
8212,0
2300,1
20302,0
31778,0
32301,0
6618,0
35241,0
18768,0
28498,0
14690,0
864,1
17447,0
26887,0
35990,0
17559,0
6752,0
28779,0
16880,1
18967,1
23582,0
8621,0
35202,1
28114,1
15419,0
13960,0
18362,0
14432,0
1103,0
134,0
7635,1
36018,0
24770,1
22936,0
11962,0
1401,0
15753,0
7075,0
8763,0
4025,0
2752,0
15508,0
32992,0
25881,0
3536,0
16329,0
13917,1
35273,0
10937,0
15569,1
10940,1
29028,0
28770,0
3196,0
34207,0
22406,0
17878,1
456,0
6397,1
6460,0
31318,1
1991,0
29015,0
8572,0
9771,0
18480,0
25540,0
26356,0
29313,0
3028,1
6028,0
18133,0
5873,0
23173,0
26550,1
35240,0
6977,1
34993,1
13059,0
14195,1
33338,0
715,0
662,0
28458,0
22586,0
26204,1
9255,0
13267,0
21893,0
36629,1
20975,0
8290,0
26837,0
25743,0
18933,1
20307,0
33503,0
28074,0
15599,1
30973,1
10206,1
35786,0
32061,0
11285,0
31576,0
3382,1
3986,0
34003,0
29649,1
30045,0
31112,1
3459,0
31323,0
136,0
5341,0
19399,0
23754,0
8976,0
8844,0
1824,0
1494,0
15237,0
3037,1
27809,0
11177,0
35340,0
26336,1
32872,0
35629,1
6211,1
28333,0
11665,0
11379,1
26972,1
24915,0
11556,1
28868,1
20394,0
29391,1
24347,0
32452,0
6854,0
23054,0
16355,0
19010,1
6305,0
11639,1
13342,1
10494,0
1604,0
36085,0
3990,1
19857,0
22942,0
24787,0
13334,1
23774,0
21197,0
18318,0
8267,1
1214,0
1293,0
32594,1
11764,0
18708,0
21214,0
30529,0
26165,1
3473,0
10964,0
1912,1
34067,1
36774,0
25867,1
28331,0
32007,0
30278,0
26865,0
15165,1
31625,1
17680,0
21684,0
36078,0
12552,0
35462,0
5880,0
18294,0
21979,1
9210,0
24000,1
3067,0
20022,0
9029,0
18511,0
7078,0
33502,1
18285,0
1199,0
31252,0
12788,0
10711,0
36262,0
32631,1
21768,0
4910,0
12875,0
25361,0
580,1
17823,0
27175,0
5210,0
10197,0
34864,0
27475,0
2553,1
23004,0
17692,0
20450,0
5467,0
19349,1
26093,0
7828,0
28461,1
22850,0
12321,1
31411,0
21428,1
6092,0
10956,1
22979,0
12344,0
9822,1
20248,1
11713,0
2790,1
9846,0
19463,0
126,0
9235,0
25649,0
23404,1
9516,0
1144,0
16293,0
5602,0
26339,0
7672,0
7272,0
6820,0
25965,1
8657,0
36675,0
15161,0
19366,0
8321,0
22499,1
7859,0
1865,0
4896,0
28371,1
22903,0
31271,0
13230,0
33775,1
19301,0
4749,0
3101,0
27,0
9069,1
11430,1
25522,1
6582,0
611,0
36232,1
32651,0
2850,0
1041,0
11035,0
30347,1
24470,0
1735,1
27136,0
4461,1
6773,0
6218,0
182,1
8076,0
3285,0
36604,0
10331,0
16356,1
5307,0
12709,1
29370,1
17672,0
17981,0
31468,1
18032,1
7656,0
218,1
16607,0
559,0
30506,0
12923,0
27254,0
18521,1
34388,0
33205,0
9964,0
9074,0
34557,0
7063,0
5455,0
5936,0
17545,0
13072,0
25665,0
10707,0
10931,0
15426,0
17609,0
4927,1
29712,1
20020,1
757,0
7352,0
13728,0
26946,1
23357,0
35540,0
6307,1
26877,1
13787,0
9693,0
27761,1
23681,0
30835,1
35356,0
17434,0
32228,0
10640,0
34148,0
32143,0
21361,0
12965,0
26174,0
20159,1
5018,0
30184,0
28910,0
2165,0
29389,0
3783,1
36082,0
28222,0
10183,0
4071,0
26941,0
3456,0
22647,1
28293,0
2825,1
7938,0
10754,0
31503,0
2814,0
11067,1
7804,0
17986,0
5606,0
32790,0
6178,0
31495,0
8323,0
28207,0
8644,1
17569,0
13620,0
5945,1
4533,0
14677,0
9596,0
27617,1
16525,0
3567,1
7120,0
20403,0
28317,0
36848,0
16964,0
7074,0
10890,1
7425,0
7692,0
16222,1
31173,0
14254,0
26038,0
31853,0
10282,1
26220,0
18243,0
29199,0
6585,0
16575,1
16069,0
22953,0
21264,0
36608,1
12766,0
5352,0
14820,1
34080,1
34295,1
28755,1
28757,0
7492,0
25647,1
12786,0
10024,0
8624,0
15807,0
7843,1
17562,1
34369,1
15434,1
7541,1
4921,0
8541,0
27420,1
14617,0
7251,0
2029,0
23934,0
4373,0
16939,0
14872,0
1390,0
4462,0
1499,0
25808,0
6650,0
24554,0
2813,1
10869,0
25486,0
19680,0
7652,1
11920,1
18892,0
33400,0
22071,0
27670,1
4217,1
4843,0
10435,0
3748,1
12408,1
31084,0
29217,0
31989,0
1441,0
7814,0
27669,0
11018,0
9864,1
19988,1
34165,0
17158,0
25174,0
4892,1
21544,1
29114,0
17977,0
22402,1
35144,0
26881,1
26999,0
10346,1
31022,0
111,0
14188,0
4222,0
11880,1
18769,0
31641,0
7512,0
1155,0
15568,1
7362,1
3991,1
25354,1
2299,1
13085,0
24956,0
3019,1
30872,1
35330,0
31785,0
16975,1
34493,0
21229,0
32598,1
2792,0
23264,0
6919,1
8556,1
20821,0
1760,0
1108,0
21925,0
10526,0
13138,0
21216,0
22189,1
29446,1
6533,0
8391,0
17022,0
28734,0
8007,1
3883,0
24386,0
360,0
16489,0
5924,0
15711,1
33914,1
5716,0
724,0
6390,1
14480,0
26374,0
17912,0
24905,0
8897,0
32068,1
13231,0
30100,0
537,0
35135,1
35614,0
14331,0
26459,1
34425,1
11635,1
13190,0
4990,0
8859,0
15201,0
25143,0
6138,0
31762,0
8585,0
25245,0
19987,0
6221,0
21972,1
18283,1
24387,0
22973,0
18325,0
24149,0
26914,0
1385,0
9644,0
7348,0
7088,0
13252,1
27156,0
162,0
4527,0
20900,0
32329,0
6987,1
29084,0
1903,1
34806,0
31365,1
30262,1
7222,1
965,0
2774,0
18167,0
26139,1
9419,0
13035,1
36499,0
14462,0
30776,0
32965,0
15076,0
22094,1
4320,1
19863,1
29236,1
36429,0
16844,0
14977,1
3960,0
9556,0
13155,1
13259,0
29750,0
20829,1
22975,1
13410,0
30388,0
6195,0
36003,0
27058,0
31491,0
5496,0
29590,0
16012,0
34182,1
22434,0
34163,1
1796,0
34978,1
27492,0
23646,0
7460,0
29768,0
15126,0
20069,0
21095,1
35755,0
6128,1
1992,0
578,0
23793,1
22957,0
34917,1
4755,0
16306,0
24958,0
36445,0
32561,0
25257,0
4383,0
31152,0
32011,0
29081,1
25776,1
12695,1
15857,1
5284,1
7396,1
8711,0
30294,0
15298,1
13816,1
36265,0
25068,0
10339,1
9407,1
12366,1
11259,1
30435,0
2955,0
10133,0
36823,1
14752,1
24140,1
17930,0
10595,0
19773,0
8972,0
4761,0
34821,0
5059,0
27708,1
19129,0
31924,0
6481,0
19364,0
32085,0
31769,0
4976,0
20955,1
34897,0
24793,0
35058,0
7050,1
29348,1
2013,0
28172,0
17377,1
25262,0
36617,1
9225,1
19189,1
9755,0
11541,0
10761,1
19388,0
14289,0
20485,0
35858,0
1552,0
27393,1
4378,0
25135,0
5163,0
3564,1
10248,1
6101,1
26786,0
28494,1
3839,0
2754,0
3801,0
12852,0
28984,0
4246,0
29755,0
24985,0
6965,0
4028,0
9318,0
10463,0
18204,1
12521,0
13350,1
35386,0
16990,0
36022,0
22251,0
36375,1
4942,0
14817,0
11416,0
25989,0
14419,1
8802,0
12979,0
24860,0
11217,0
5344,0
29364,0
24618,0
23939,1
8215,0
34982,1
3948,1
6843,1
9214,0
2185,0
23448,1
16503,0
9035,0
32922,1
34586,1
12158,0
5124,1
24352,1
12603,1
1819,0
8448,1
26844,1
4369,0
24570,0
22265,1
166,0
31325,0
22778,0
32488,0
20649,0
34861,0
14641,1
3168,0
33790,0
21797,1
7628,1
26789,0
22677,0
26729,0
26718,0
23537,0
32181,0
29856,0
21511,0
21183,0
24990,1
30632,0
13615,1
19254,0
10534,0
32847,1
8660,0
11075,0
9555,0
19747,0
30211,0
35376,0
15504,0
8707,0
21934,0
35244,0
19919,0
35325,0
36206,1
36712,0
3540,1
14527,0
19655,1
11521,0
13080,1
32012,0
14389,0
27209,1
18738,0
13642,0
79,0
1009,0
36679,0
394,0
13538,0
7433,0
11637,0
21314,1
36012,0
26901,1
345,0
25915,0
22676,0
21881,0
8907,1
17756,0
18070,0
979,0
6745,1
17753,0
2131,1
18029,1
18239,0
15656,0
29932,0
5131,0
11745,1
20968,0
6456,0
34180,1
3977,0
17793,0
8979,0
22218,0
33293,0
22001,1
14839,0
9694,1
28603,0
22522,0
15927,0
533,0
21017,0
34022,0
30053,0
29834,1
6985,0
1841,0
12075,1
29416,1
14739,0
10583,0
31930,0
14444,0
9845,0
24616,0
19086,0
4393,1
36710,0
13475,1
31110,0
35888,0
32079,0
36541,0
34640,0
35819,0
15416,0
10688,0
22884,0
28941,1
13769,0
2996,0
33161,0
22169,0
22551,0
31918,0
9414,0
4408,1
20323,0
36061,0
1537,0
31227,1
33094,1
29437,1
30918,0
24332,0
27291,0
33305,0
21227,1
27940,1
11982,0
14208,0
8484,0
22977,1
3233,1
18797,0
5134,0
14671,1
20838,1
22000,0
29357,0
23554,0
7003,1
23627,0
24099,1
33210,0
22453,0
1710,0
21541,0
18004,0
9544,0
16717,0
18619,1
17594,0
33676,0
32522,0
7943,0
10889,0
12688,0
34748,0
25709,0
21246,0
23156,0
32089,1
31820,0
29195,0
23015,1
10996,0
31750,0
9715,0
6794,0
20154,0
36733,0
28732,0
22746,0
10293,0
14413,1
34279,1
14309,1
17465,0
3861,0
25560,0
32729,0
15389,1
4184,0
4345,0
35494,1
3755,0
412,0
29820,0
2095,0
19226,0
12824,0
24016,0
28155,0
25555,0
24308,0
21472,1
1106,1
23922,0
6498,0
18657,0
33553,1
23965,1
34465,0
22781,1
21358,1
10238,0
23452,1
34672,0
33132,0
12546,0
35750,0
34781,0
31976,0
33585,0
6878,0
9009,0
30031,1
907,0
1863,0
36200,0
25609,0
33730,0
6430,0
24705,0
24953,0
26353,1
14323,0
4795,0
33720,0
32920,0
36346,0
6815,0
36108,0
29673,0
29155,0
11255,0
19313,0
26832,0
15271,0
1091,0
2026,0
8202,1
34055,0
20866,0
10855,1
23670,0
22669,0
28616,0
7710,0
28015,0
35686,1
28832,0
11104,0
32670,1
20004,0
27409,0
13090,0
274,0
30531,0
30198,0
33055,0
19718,0
3817,0
18821,0
22536,0
15363,1
35481,0
9936,0
31712,1
31025,0
30645,0
21727,1
2773,1
3779,0
11080,1
32691,1
36469,0
21852,0
18114,1
12045,1
18050,0
21826,0
12470,0
24069,0
30846,1
2324,0
28442,0
13865,0
7494,0
13541,0
27890,1
19848,0
8898,0
28416,0
16367,1
21353,0
26189,1
19806,1
15624,1
696,0
4247,0
27676,0
4093,1
18350,0
17780,0
25660,0
27672,1
20215,0
30350,0
19336,0
3719,0
6435,0
13890,0
5578,0
19642,1
13839,1
31747,0
2691,0
16042,0
12160,0
31696,0
19205,0
10159,1
23061,0
35895,0
24895,0
8145,0
16321,1
30567,0
12292,1
23240,0
22187,0
10328,0
28597,0
9628,0
5964,1
22563,1
12841,0
23853,1
22722,0
14187,0
31036,0
20841,0
33388,1
2886,0
13098,0
20018,0
5973,1
10285,0
34284,0
7936,0
29963,1
1200,1
35447,1
35589,1
36531,1
32708,0
21656,0
10898,0
29502,1
20816,0
24627,0
17328,0
3003,0
12337,0
5321,0
31932,0
24864,1
17969,0
33986,1
3306,1
19515,0
11534,1
30026,1
17495,0
31382,0
30308,0
22413,0
12814,0
29209,0
31125,0
29695,0
9143,0
22813,1
18241,0
25962,0
22359,0
861,0
26266,0
31502,0
31530,0
14023,0
25394,0
30201,1
8696,0
28689,0
18975,0
4673,0
19144,0
28944,0
12562,0
22384,0
10832,1
14897,1
1567,0
10347,0
30105,0
23378,0
30056,0
36281,0
9568,1
32214,1
16031,0
28124,1
15699,0
12780,0
24253,0
33743,1
23501,0
3860,1
15246,0
32638,1
20641,0
20798,0
32775,1
6026,0
9892,0
19738,0
20027,0
12914,1
10602,1
12288,0
1942,0
32570,0
4845,0
1492,1
29027,0
1545,1
2922,0
11649,0
9141,0
28358,0
22197,0
9058,0
22191,1
18822,1
13212,0
24629,1
2453,0
29863,0
5593,0
4855,0
9925,0
960,0
3823,0
28132,0
29292,0
3769,0
4640,0
21725,0
34997,1
23402,0
32659,0
24623,1
4119,1
22419,0
17320,0
19601,0
21026,0
29258,1
19299,0
28531,0
8949,1
23371,0
23267,0
32947,0
26489,1
17911,0
22308,1
30265,1
1775,0
21542,0
30047,0
34968,0
30418,0
2413,1
2259,1
29315,0
30134,1
245,0
35176,0
7181,0
29968,0
26763,0
12610,1
17606,0
9254,0
22279,0
35544,0
22518,1
7501,0
15697,0
21605,0
10485,1
13134,0
33081,1
11683,0
30152,1
16050,0
21690,0
2262,1
16465,1
4570,0
18396,0
9897,0
5507,0
33150,0
19325,0
23779,1
18117,0
25779,0
30658,1
18587,0
23057,0
4844,0
6170,0
18232,0
4227,1
18697,1
31587,1
31592,1
9784,0
3457,0
882,0
858,0
32906,0
20211,0
2985,0
31405,0
6179,0
420,0
12214,0
72,0
388,1
6900,0
15090,0
34766,0
28244,0
9457,0
7194,0
16834,0
28939,1
26762,1
32615,0
26127,1
17231,0
28670,0
12915,0
581,1
5814,1
13391,0
29017,0
15175,0
12749,0
16932,0
32814,0
13766,0
36784,1
6235,0
19705,1
24891,1
20161,0
10847,1
31528,0
31703,1
29215,0
25145,1
5244,0
33580,0
20356,0
2793,0
32062,0
7706,1
32842,0
32703,0
34264,1
9204,1
19380,0
21699,1
26134,0
3649,0
12298,0
1363,1
16596,1
13490,1
7419,1
35280,0
32437,1
30398,0
6384,1
7676,0
27226,1
18804,0
34343,1
7505,0
19007,0
34871,0
15181,0
36527,0
12507,0
29234,0
58,1
1614,0
5583,0
31648,1
1555,0
10335,0
19012,0
159,1
19603,0
9701,0
480,0
28707,0
4553,0
14030,0
7442,1
33762,0
10944,1
35467,0
22062,0
6328,1
14209,0
29491,0
34558,1
33679,1
15481,0
24419,0
31981,0
33560,0
24669,0
6883,0
26030,0
8297,0
26878,0
19135,0
12666,0
35053,1
7490,0
23272,0
2149,1
6258,0
28691,1
6881,1
19763,1
8453,0
10972,1
25849,0
35630,0
30653,1
33221,0
3880,0
16555,0
7824,0
26432,1
36354,0
11738,1
3929,0
17711,0
3524,1
9677,1
18290,0
31632,0
33017,0
27616,0
29097,0
31667,0
24138,1
25602,1
1228,0
17641,0
30945,0
230,0
2286,0
15433,0
10872,0
16358,0
12873,0
5128,0
13644,0
31619,0
644,0
31441,0
9774,0
27342,0
2094,0
28840,0
19420,0
28951,0
29799,0
14116,0
30180,0
13040,0
32276,0
21643,0
19855,0
27622,0
22409,0
20650,0
30300,1
29282,0
3529,0
27094,1
19204,0
11428,0
7794,0
35989,0
6464,0
18496,1
26175,0
21631,0
781,1
33958,0
27646,0
20850,0
15788,0
6587,0
7574,0
6916,0
12466,0
11260,0
18343,0
20058,1
15314,1
2301,0
910,0
7962,1
20425,0
30538,0
18199,1
33167,0
625,0
25616,0
24717,1
34698,0
2187,0
23703,0
28116,0
16080,0
35764,0
36652,0
29019,0
2478,0
17826,0
32685,0
23208,0
1483,1
27150,1
36295,0
28034,0
25014,0
11362,0
17508,0
9966,1
5141,0
18192,0
24583,0
29158,0
29475,1
917,0
4284,0
15450,0
13253,0
3770,0
8616,0
28441,0
11009,0
18605,0
30282,1
2462,0
7694,0
26605,0
3909,0
15200,0
25228,0
24461,1
4116,0
27482,0
22659,0
25219,0
36555,1
4537,0
9154,0
4619,0
17318,0
33515,1
25673,1
21386,0
15775,0
3415,0
9028,0
20089,0
18850,0
12116,0
12372,0
1392,0
9320,0
27321,1
35521,1
10566,0
18183,0
18034,0
14634,1
28922,1
14543,0
14597,1
36091,0
17168,0
32330,1
36220,0
34759,0
17399,0
33131,1
24619,0
16801,0
30302,1
6401,0
33201,1
21668,0
20148,0
9946,0
7603,0
18180,0
10417,1
35112,0
1638,1
2332,1
16682,0
11839,0
11810,0
31626,0
30436,1
20578,0
16821,0
6207,1
17697,1
21292,1
32916,0
8551,0
15992,0
657,0
31017,0
9000,0
243,0
31129,0
12527,0
19170,0
31223,0
3820,0
22715,0
247,0
22750,0
30508,1
8765,0
20378,1
6255,0
23513,0
16213,0
28090,1
4166,1
14768,0
10154,0
3985,0
28590,0
31616,1
9793,1
28919,0
5920,1
9574,0
8687,0
29125,0
5862,1
30273,0
2506,0
29743,1
16725,0
11323,0
32101,1
5180,0
4764,0
33009,0
31425,0
21560,1
36355,0
7085,0
30787,1
14340,0
30296,1
31192,0
14052,0
20413,0
467,0
30389,1
23846,1
13496,0
25928,0
6203,0
20451,1
22025,0
8993,0
16886,1
6474,0
25998,0
8098,0
3440,0
5179,0
21275,1
1329,1
4935,0
17297,1
34896,0
19640,0
25850,0
13238,1
11499,0
36797,0
7750,0
27627,1
30160,0
7951,0
13420,0
18107,1
18825,1
3339,1
33066,0
26472,0
23198,0
15460,0
4832,1
5255,0
12434,0
35912,0
12599,1
33018,0
32472,1
9655,0
25172,1
6220,0
4291,0
13928,1
33386,0
12501,0
30589,0
18099,1
19359,0
20300,0
18648,0
22056,0
18497,0
27830,1
33177,0
34211,1
7254,1
13079,0
27178,0
35822,0
27301,1
34161,0
25781,0
10152,0
24852,0
31070,0
5790,1
8815,0
13061,0
24334,1
31823,0
28711,1
27120,0
32285,0
12583,1
26736,1
6520,0
15321,1
16742,0
22005,0
17974,0
22572,0
34620,0
22599,1
26520,1
27450,1
33905,0
11081,0
4221,0
13240,0
23436,0
6484,0
18267,1
23685,0
24800,0
29614,0
31449,0
19538,0
20946,1
18083,0
22250,0
31248,1
25944,0
21987,1
36178,1
5562,0
36637,0
8761,0
34015,1
11876,0
28365,0
11347,0
15186,1
11653,1
20257,0
13697,0
29880,0
7967,0
13887,0
11849,0
18305,1
28000,0
15925,0
21068,0
26706,0
36597,0
21163,0
24325,1
8216,0
35958,0
5537,0
29854,0
23868,0
25254,1
31899,0
23801,1
23111,0
27870,1
9788,0
8666,0
19807,1
34267,0
30869,0
27072,0
26852,0
130,0
21505,0
18206,0
5782,0
28644,0
653,1
27485,1
14139,1
12254,0
36646,1
31475,1
29738,1
5808,0
34518,0
34104,0
29497,0
20209,0
3841,0
15851,0
9904,0
8149,1
3670,0
254,1
4909,1
25223,0
17610,0
11835,0
16896,0
2537,0
32662,0
25161,1
26781,0
25411,0
7994,1
20598,0
33625,0
35295,0
33903,0
860,0
15453,1
7233,0
3047,1
34501,1
13992,0
7099,0
29809,0
29189,0
13969,0
33500,0
14716,0
20439,0
6624,0
18817,0
9291,1
32496,1
22431,1
28363,0
35040,0
22670,0
31651,0
24005,0
22115,0
12401,0
5865,0
13639,0
2604,0
12558,0
8419,0
13897,0
24928,1
24910,1
11297,0
2550,1
33219,0
32907,0
16831,0
30466,0
4493,0
32626,0
1257,0
5279,1
14263,0
21653,0
28007,0
26182,0
32054,0
16374,0
33401,0
26970,0
21831,0
24960,0
35689,0
17498,0
33280,1
6349,0
36017,0
28423,0
19116,0
15558,1
35385,0
28312,0
13870,1
21075,0
11343,1
17173,0
30677,0
2392,1
4722,1
4714,0
20663,1
5746,0
14169,0
5481,1
31044,0
32717,1
13698,0
26389,1
14486,0
2047,0
23982,0
17608,1
8141,0
20718,0
31404,1
30344,0
6001,0
19588,0
8008,0
10456,1
22285,1
11299,1
31119,0
9080,1
26910,1
26141,0
376,0
30767,0
8803,0
14417,0
8102,0
23607,1
31035,0
